time,Va,Vb,Vc
0.0,0.3656604957053176,-271.75005726567156,282.51785035116376
0.0002,30.853480055743287,-278.71802178380835,271.8436945819339
0.0004,63.95109104044456,-287.07464656823277,263.9649074504078
0.0006000000000000001,92.94480466151174,-291.66155184607055,250.51978137728057
0.0008,115.292282516952,-295.0193681355546,239.33713936533945
0.001,138.52259830985844,-297.9044248011412,228.86693837384607
0.0012000000000000001,159.28098511908337,-298.2004783066793,222.1233118417943
0.0014,174.6816321860347,-300.90602383126355,210.1828724868315
0.0016,188.4308990186967,-303.42352936549094,200.02694950457484
0.0018000000000000002,198.98965731727318,-302.5233949298595,189.3133743393831
0.002,211.54169713368054,-300.1414016593097,174.06298559765736
0.0022,221.4447624774132,-299.87007444644337,155.07811581493283
0.0024000000000000002,230.6185144324709,-298.877901173928,137.94275466464254
0.0026000000000000003,242.13270621546008,-292.1781989336781,111.59219853359635
0.0028,251.76007982202879,-289.3384676761969,84.43325590387987
0.003,260.5269612960765,-284.7459737024626,53.385859458480844
0.0032,271.93180360664826,-277.29362163704997,20.681017120992063
0.0034000000000000002,279.43575910482576,-269.5213240787234,-10.76022151227412
0.0036000000000000003,289.5482919996862,-261.3817830761648,-45.436308191635526
0.0038,294.9182792889142,-248.74808608418448,-74.91768339751124
0.004,299.74159801912225,-238.88774763272144,-101.48924304916275
0.004200000000000001,302.71755887027064,-232.30880390249646,-127.85393727943588
0.0044,307.3690022064076,-219.9006034647018,-150.36500047457082
0.0046,307.1544688171475,-210.08999321896565,-170.34820890675962
0.0048000000000000004,307.60155210801247,-200.9194779723953,-184.5033552358594
0.005,307.9983297012403,-187.19493965314004,-198.4102631661017
0.005200000000000001,308.9641590832224,-174.93212779663307,-207.1299205962262
0.0054,308.19719251175985,-163.0758905517068,-219.95302697770128
0.0056,307.022599755698,-145.26556362277128,-230.57059571493804
0.0058000000000000005,304.8792399794919,-124.45182285067602,-240.2348983215825
0.006,303.55594711565266,-100.40937068451007,-251.49082767121462
0.006200000000000001,295.69738838631713,-73.28297136176081,-260.9701880174271
0.0064,289.2567990505599,-41.58490915198489,-269.5902667225045
0.0066,281.14107843722553,-8.307979932025509,-281.7114662787441
0.0068000000000000005,273.8954259807134,23.146267477223656,-291.7843151403409
0.007,264.6974717574023,53.41672507589289,-298.50651338792557
0.007200000000000001,252.94778052779236,78.9156150675374,-305.9764895449928
0.0074,241.74347002202865,106.19476655766444,-305.6119178386316
0.0076,231.59505185207095,133.09674345633312,-310.1172678814235
0.0078000000000000005,223.39879301066378,153.74390917916838,-312.85509916405755
0.008,213.5328004822399,169.23035588237317,-314.66544354988093
0.0082,202.84874556768068,182.2328824947429,-316.3790056789
0.008400000000000001,189.83828983208255,196.19835538811733,-316.5225766031082
0.0086,177.48947219002088,206.1369292705742,-316.3654709915671
0.0088,161.32998811076493,216.61507603492868,-312.46196086872675
0.009000000000000001,142.25849267888566,222.91789419385648,-313.9897249586015
0.0092,120.36376492153394,235.62197620726948,-311.8256714822424
0.0094,93.46158774333219,247.61622180419434,-307.33786614504453
0.009600000000000001,64.85369658686712,256.4332798748854,-301.14785933021756
0.0098,32.707560418293816,266.9573382439241,-298.9573027118732
0.01,0.34694327842799794,275.18754254191276,-285.9022702707189
0.0102,-31.88935255798332,283.5231797152274,-279.8934998909525
0.010400000000000001,-65.86782055517408,291.98046747027644,-264.8082500356242
0.0106,-93.75206283064784,294.9159716641537,-258.05586430717165
0.0108,-120.18162364519696,298.7751357776422,-246.38792229173515
0.011000000000000001,-143.2077839241554,301.82587070065074,-237.3703466858047
0.0112,-162.12651330229065,304.1167227448308,-222.71767615103946
0.0114,-176.19482268481767,303.105909187163,-214.56184415042605
0.011600000000000001,-192.63237414946624,306.3468181608259,-200.861638492357
0.0118,-202.17643052240683,305.2989409033731,-188.73998292578455
0.012,-215.99417960749489,306.118228998419,-175.04750873507615
0.0122,-224.55609595116127,301.5652111358165,-160.76890098172558
0.012400000000000001,-234.14000553098555,303.31977431500883,-138.03440375109503
0.0126,-244.02790574956347,300.96601499172056,-112.13897034467011
0.0128,-254.45375405771193,295.6073857951339,-85.42426629655641
0.013000000000000001,-264.8685810346304,289.35110808175637,-55.569004047118796
0.0132,-276.31611399392864,283.1189577098061,-21.955495998732868
0.0134,-285.6804344217296,275.08390978301276,11.75243963877222
0.013600000000000001,-292.1140173308584,264.6929562508013,42.63835002612769
0.013800000000000002,-299.94325528764256,254.71531031224137,75.33886559753178
0.014,-306.2906839564835,245.73383416018865,105.82872696347671
0.0142,-309.72845989820803,234.51116140672517,131.85516898014254
0.014400000000000001,-311.8566306590658,222.70375046054832,153.28915980285
0.0146,-311.59679114486204,215.33826458516583,171.21009401948433
0.0148,-312.78929183377886,203.53802346260153,187.10004372001242
0.015000000000000001,-312.42031589328536,192.7213364268806,199.64075598461648
0.0152,-313.64280578757854,180.2100800112806,211.99043880041847
0.0154,-312.3421834684969,166.30803299362503,223.80734861185383
0.015600000000000001,-310.5089112290338,149.33534760949283,236.0863398037737
0.0158,-309.4097849994561,125.97864614935887,242.21558418004767
0.016,-305.0396314756333,103.27723496408781,255.90359230627033
0.0162,-301.48516954702603,73.47358718124929,265.68669919102496
0.0164,-294.6944209263219,44.51434123333521,273.9676939031602
0.0166,-286.82342997622584,11.060358698424086,285.8445879940621
0.016800000000000002,-278.68230277922015,-22.195879257001163,294.8120448622461
0.017,-266.68113358932186,-50.94479113388349,302.7587209834943
0.0172,-257.39707017542116,-83.72148231272702,310.2189897390809
0.017400000000000002,-246.31272685591512,-110.81535096171683,315.98283314788
0.0176,-235.41427870009014,-135.25780573043886,318.4064740643412
0.0178,-225.32407012075316,-152.49050308639085,319.18456492320496
0.018000000000000002,-214.92065401768608,-169.20192180005952,320.5240251938675
0.0182,-205.22454865185514,-184.77924258855,323.2246772636589
0.0184,-193.87110998267391,-198.53881872412927,319.60407498407204
0.018600000000000002,-179.8249723190791,-208.15741399744698,322.08377557627347
0.0188,-165.49096524021235,-218.6528792850195,318.3900793533304
0.019,-145.7247951608871,-229.54111728261464,316.33059264057033
0.019200000000000002,-122.56829909793252,-239.07490442004155,316.24284122311474
0.0194,-95.6801655433007,-248.27844734339476,309.47639821177205
0.0196,-64.43980767067542,-260.04379975827305,305.44616239622974
0.0198,-34.15854538579313,-269.099051816836,300.4526905621314
0.02,-0.4537950648473021,-281.0060042033372,289.16038239904105
0.020200000000000003,34.64543884835048,-285.1957213332412,282.7252557347413
0.0204,64.54854194447601,-294.6463721157172,267.42791731361154
0.0206,95.49190019862817,-298.5977976168374,260.6353937937422
0.020800000000000003,120.07144384846535,-303.4150028823317,246.9938548877487
0.021,144.05526969585807,-305.866883533235,237.90734561907385
0.0212,162.75331250259762,-309.38817400203396,228.05213958655824
0.021400000000000002,179.87045983862205,-309.8728104480445,216.9669521084743
0.0216,195.0453304520317,-310.2509332561122,205.82069557846847
0.0218,203.83766711107037,-309.3299299206349,191.8021129621416
0.022000000000000002,217.1800757724844,-307.32941549904416,180.4591607481536
0.0222,227.2273642385637,-307.3704377759539,159.58966648535628
0.0224,236.5116380271044,-307.09834121566263,138.4605184489197
0.022600000000000002,245.9871010667129,-302.9156062902269,115.05229058396473
0.0228,258.4861753863991,-298.752042115173,86.0950151241472
0.023,268.375711697125,-293.2086206614536,56.793130329711154
0.023200000000000002,279.4577373918731,-285.45362260057675,22.00316131447091
0.0234,288.51061904170274,-275.8642614163764,-11.348726570250198
0.0236,298.4859876241134,-268.01035022699136,-44.79180265031818
0.0238,302.88942896421037,-257.3479670303964,-75.72887726947386
0.024,307.01815930696534,-245.35544200524802,-106.87991732109882
0.024200000000000003,312.075992331882,-235.68056769422296,-134.2934550250653
0.0244,314.5006851258231,-224.63629832685947,-155.68367813228096
0.0246,317.28758882184627,-214.46717364045884,-172.23945668432162
0.024800000000000003,317.3973264268671,-207.5547615761959,-188.9688330206359
0.025,317.07833317631764,-194.427532896215,-203.16792254276515
0.0252,318.24877387753617,-182.62527223823926,-214.31987822967272
0.025400000000000002,314.42485053148425,-168.3376143063295,-225.4719046076308
0.0256,313.7599046388402,-149.72962862005335,-234.67541541517056
0.0258,311.1339557973803,-127.61739546482859,-245.78447541217798
0.026000000000000002,308.2542625480105,-102.59110405231266,-257.3272332337037
0.0262,302.0860729776567,-74.74693640120626,-266.81398722087187
0.0264,297.9667636112525,-43.27689817663989,-277.23893960662065
0.026600000000000002,288.9300282695297,-7.993265200371777,-289.89239633549977
0.0268,278.1890123873258,19.74563160440429,-298.99199808186626
0.027,268.6225896685865,55.12913435425534,-302.7973391263993
0.027200000000000002,259.6529358571899,83.78359678014024,-311.1491148277249
0.0274,249.6453177021867,110.53678002721462,-314.5531165432519
0.027600000000000003,240.57208709457947,132.56698440253945,-318.71500104377725
0.027800000000000002,231.4187262269341,156.33271900733268,-321.2898220154571
0.028,218.1583077177637,170.81629153791505,-325.58121749832844
0.028200000000000003,205.73882667227718,187.86398803651215,-325.04115998967586
0.0284,192.4953450281972,201.17334655084548,-322.8996700127566
0.0286,181.59860628444517,208.40274349402313,-324.44052538611584
0.028800000000000003,163.87722015339105,221.54338983590117,-322.6571142241146
0.029,144.69228299860322,230.24166235173712,-319.72572329401635
0.0292,121.24089991704916,237.93534977567913,-317.9156781862634
0.029400000000000003,95.0785723749423,249.4521914497294,-313.5057275302886
0.0296,66.71505620029762,261.5939741950283,-306.6851399674942
0.0298,33.519052073499246,272.03764836561766,-299.3558483947274
0.030000000000000002,-0.1903618044471901,279.12099252067264,-292.55551518759705
0.0302,-34.57899423561006,289.41759720365934,-281.1590362335993
0.0304,-67.4675514064433,297.3466081162198,-273.2933579801547
0.030600000000000002,-95.87923997663673,303.02194248481635,-260.9985677926811
0.0308,-122.1221693334204,305.3153641046212,-249.752077977752
0.031,-143.19152079509735,309.02289059243736,-239.9358617934336
0.031200000000000002,-164.86308166197153,311.4331145767426,-229.62481996262497
0.031400000000000004,-180.31186211904932,312.0633890615445,-220.1121808517803
0.0316,-195.9158405951579,312.4755813552253,-207.531567839182
0.0318,-208.66191754729616,311.4940488910475,-196.72292398622352
0.032,-219.18575985273134,310.75914574103626,-180.05041844278617
0.0322,-229.21457088725447,310.1192569364091,-161.98825228653487
0.0324,-236.10307214799272,306.9494763188618,-139.88818056129895
0.032600000000000004,-250.16935043557473,306.1424404701457,-117.25991044887363
0.0328,-258.8814391295403,298.53861633621807,-87.02395373999447
0.033,-271.6058409846965,293.8272048731382,-55.416585082657186
0.0332,-279.5895587165451,286.9548160178472,-22.79392054004303
0.0334,-289.56149887189,278.8209363874995,11.944760272097387
0.033600000000000005,-298.29187749357646,269.32276687658873,45.486367770887256
0.033800000000000004,-304.75684098122707,260.0173856745764,74.16500430239898
0.034,-310.54502569041574,247.83731913574155,105.66161297539061
0.0342,-312.81167287957726,236.50750075554473,135.48899889669843
0.0344,-316.23508522674916,227.04256191562163,156.21444612185002
0.0346,-318.5409681550406,216.77513058038338,173.65979001752865
0.034800000000000005,-319.3002049409415,207.43864861535005,190.6473980874006
0.035,-317.76995074580833,194.3093181412308,204.4261455777297
0.0352,-315.87852431585935,182.54169801497198,217.11006842049855
0.0354,-316.8917293228137,169.49753403982658,225.56443943024692
0.0356,-315.851599074137,149.55736997075837,235.79060679386507
0.0358,-313.03060457531825,126.45257065290357,246.4813177761159
0.036000000000000004,-308.2249896437206,102.18433549439146,257.19774459226403
0.0362,-304.4835119826782,71.58489639788048,268.0788805408599
0.0364,-298.64135557831867,43.32725380266429,279.7607240872647
0.0366,-288.74517622606726,12.939564844859213,289.15871662002513
0.0368,-280.2465908273337,-23.302713581135748,298.6951185905874
0.037000000000000005,-268.7368599041161,-55.65891723735901,308.76192302414404
0.037200000000000004,-259.7284297175576,-84.80663564118409,311.5588401570844
0.0374,-250.71650829904493,-110.22804849746367,317.7340581142077
0.0376,-240.36485191412797,-133.25331839461475,319.15761244324233
0.0378,-226.4309911448318,-155.21368284366025,323.64548169605706
0.038,-216.0285646188918,-174.43413060076327,325.0069324792717
0.038200000000000005,-207.5256908369239,-187.24396287356768,323.13502134302865
0.038400000000000004,-195.84686392395466,-197.27656244676984,323.39800478023204
0.0386,-179.80660819036683,-210.64292569773963,324.6594493375009
0.0388,-166.41424573587247,-220.28398943234154,322.6056860389118
0.039,-146.44821162582795,-230.21393633677604,322.92491642694097
0.0392,-121.33985609236149,-242.5723776728564,316.99202753467
0.039400000000000004,-95.81352131896612,-249.9440269672135,315.58156001905064
0.0396,-65.49589228819754,-260.57075346217005,311.2895472093519
0.0398,-33.54923895432398,-274.131903953105,301.8141341080668
0.04,0.40508945855865075,-282.76290214143586,291.8780189386005
0.0402,35.037854246273056,-290.6531426302785,281.86266472405066
0.040400000000000005,65.58183237024593,-295.52913300344676,272.009119792552
0.040600000000000004,96.07644267792443,-302.75046876803066,262.1040480016728
0.0408,119.58969548159388,-305.3097830595941,248.62314133933234
0.041,145.22390845267768,-308.64975440373837,239.38703358482087
0.0412,163.9483394287634,-309.9495311727565,229.43402237564555
0.0414,179.93667522829566,-310.287823035676,220.52310270101015
0.041600000000000005,194.13517910310586,-310.8754173331057,209.58724450316336
0.041800000000000004,206.67294541845897,-311.13107097230886,194.4787140410659
0.042,218.9198205223949,-310.1850894371412,178.38986988405225
0.0422,226.50231047783967,-309.19275008231017,162.0511374961848
0.0424,238.39722763163422,-307.73477330709966,140.81854742150423
0.0426,248.25616152438016,-304.90153481529103,117.11060438476565
0.042800000000000005,259.09480095946054,-297.65669715304807,86.7649401230442
0.043000000000000003,271.26992782041833,-294.46763536666856,54.81891625595256
0.0432,280.83911989203943,-284.83232786499735,22.711780963722333
0.0434,291.0546700671252,-278.52910089773206,-11.793418640283228
0.0436,297.28521483825466,-266.99105160912643,-45.506532406837515
0.0438,303.1808986588078,-255.503731681626,-78.15229123611803
0.044000000000000004,308.7420233586037,-247.55027641374306,-108.01667967632079
0.0442,312.8349326004714,-237.56164193193231,-131.84462951323744
0.0444,315.04596236874215,-227.1162748826743,-154.68943059425027
0.0446,314.86406316153295,-216.5618828768853,-174.84828007870442
0.0448,316.92219430962314,-205.80818625156672,-188.65303499875955
0.045000000000000005,317.25109436280854,-195.02270813393096,-205.1439854861836
0.045200000000000004,319.7491802931889,-182.65508542220047,-215.0422776519541
0.0454,318.24713047190966,-164.6295549023006,-224.9970529503053
0.0456,313.5556897214185,-149.04770927365536,-234.33016349041722
0.0458,311.8622937694363,-127.98482563165285,-246.82554762880343
0.046,306.83840355206314,-101.19884227770706,-255.53759131894694
